Time,Rainfall,MaxTemperature,Humidity,Cases
2022-w2,2.032,30.55555556,82.22857,3
2022-w3,14.986,30.55555556,84.52857,3
2022-w4,0.254,30,83.87143,3
2022-w5,0,30,83.85714,1
2022-w6,3.048,29.44444444,81.25714,1
2022-w7,0.762,31.11111111,81.68571,1
2022-w8,2.286,30,81.82857,1
2022-w9,4.318,30.55555556,84.62857,1
2022-w10,2.286,31.66666667,80.74286,2
2022-w11,0.762,32.22222222,79.55714,2
2022-w12,4.318,32.22222222,78.77143,4
2022-w13,42.418,29.44444444,84.14286,6
2022-w14,1.016,31.66666667,85.48571,0
2022-w15,3.81,-14.6,76.95714,3
2022-w16,0,32.77777778,79.68571,9
2022-w17,3.048,32.77777778,75.52857,12
2022-w18,12.192,32.77777778,77.41429,17
2022-w19,13.462,32.77777778,82.18571,9
2022-w20,7.112,33.33333333,78.34286,19
2022-w21,5.588,33.33333333,79.87143,30
2022-w22,11.938,33.33333333,80.6,15
2022-w23,10.922,32.77777778,76.58571,20
2022-w24,10.922,32.77777778,80.58571,36
2022-w25,7.874,32.77777778,80.8,69
2022-w26,5.08,32.77777778,81.32857,87
2022-w27,11.43,32.77777778,81.41429,91
2022-w28,8.89,33.33333333,81.28571,95
2022-w29,24.892,32.77777778,82.32857,109
2022-w30,3.302,38.33333333,82.25714,139
2022-w31,8.636,32.77777778,80.81429,27
2022-w32,1.524,32.77777778,79.01429,29
2022-w33,6.604,32.22222222,80.82857,29
2022-w34,5.588,33.33333333,80.21429,28
2022-w35,2.54,31.66666667,82.7,26
2022-w36,0.762,32.77777778,79.42857,20
2022-w37,7.112,31.66666667,81.71429,21
2022-w38,4.318,31.66666667,81.91429,18
2022-w39,0,32.22222222,83.2,7
2022-w40,2.794,32.22222222,80.51429,9
2022-w41,46.99,32.22222222,86.75714,9
2022-w42,5.334,31.66666667,86.64286,10
2022-w43,1.778,32.22222222,83.14286,10
2022-w44,10.922,31.66666667,83.08571,7
2022-w45,12.446,31.66666667,85.07143,10
2022-w46,1.778,31.66666667,82.72857,18
2022-w47,4.572,31.66666667,82.25714,12
2022-w48,2.794,31.66666667,83.38571,6
2022-w49,8.89,30.55555556,85.25714,7
2022-w50,4.064,30,86.37143,4
2022-w51,12.446,30.55555556,83.87143,18
2022-w52,5.842,31.11111111,85.38571,8
2023-w1,5.842,27.77777778,86.52857,19
2023-w2,11.938,29.44444444,87.18571,12
2023-w3,3.048,29.44444444,86,17
2023-w4,9.652,30.55555556,87.88571,19
2023-w5,2.286,30,86.92857,21
2023-w6,1.778,29.44444444,85.17143,11
2023-w7,17.526,30.55555556,83.48571,11
2023-w8,6.096,27.22222222,87.11429,6
2023-w9,0.254,30,80.15714,8
2023-w10,5.08,30.55555556,77.85714,15
2023-w11,0,32.22222222,80.22857,11
2023-w12,0,32.77777778,78.24286,12
2023-w13,0,32.77777778,76.1,11
2023-w14,3.556,32.77777778,78.42857,11
2023-w15,0,33.33333333,78.48571,15
2023-w16,1.27,33.33333333,77.7,17
2023-w17,14.986,33.33333333,81.8,15
2023-w18,7.112,32.77777778,78.52857,6
2023-w19,0,33.88888889,79.22857,17
2023-w20,2.54,33.88888889,79.7,12
2023-w21,1.778,32.77777778,82.3,27
2023-w22,4.826,33.33333333,81.71429,20
2023-w23,4.318,33.33333333,80.11429,12
2023-w24,4.826,32.77777778,80.42857,37
2023-w25,4.318,32.77777778,81.41429,30
2023-w26,6.858,33.33333333,79.55714,54
2023-w27,9.398,32.77777778,84.1,45
2023-w28,6.35,32.77777778,82.22857,47
2023-w29,1.778,32.77777778,81.81429,28
2023-w30,4.826,33.88888889,74.98571,40
2023-w31,0,35,75.54286,41
2023-w32,0.254,33.88888889,78.45714,42
2023-w33,0,33.88888889,78.21429,22
2023-w34,7.366,33.88888889,81.54286,31
2023-w35,4.064,33.88888889,81.62857,35
2023-w36,11.176,32.77777778,82.62857,22
2023-w37,27.432,32.22222222,86.18571,27
2023-w38,0.762,32.77777778,83.75714,44
2023-w39,3.048,33.33333333,81.65714,42
2023-w40,20.32,33.33333333,84.75714,52
2023-w41,13.462,32.77777778,81.1,33
2023-w42,9.144,32.77777778,81.04286,34
2023-w43,6.35,32.77777778,83.17143,36
2023-w44,6.35,32.77777778,82.1,40
2023-w45,2.794,32.77777778,83.78571,38
2023-w46,8.89,31.66666667,85.62857,31
2023-w47,3.048,31.11111111,85.18571,31
2023-w48,0,31.66666667,81.95714,32
2023-w49,5.08,31.66666667,82.58571,21
2023-w50,3.302,31.66666667,83.51429,14
2023-w51,3.302,31.11111111,83.51429,16
2024-w1,1.524,31.66666667,83.38571,17
2024-w2,2.286,31.66666667,82.34286,18
2024-w3,1.016,30.55555556,78.01429,22
2024-w4,1.778,30.55555556,81.27143,18
2024-w5,2.54,30.55555556,84.65714,14
2024-w6,0.254,31.11111111,84.18571,13
2024-w7,2.032,30.55555556,85.02857,14
2024-w8,0.254,30.55555556,80.71429,20
2024-w9,0.508,31.11111111,78.8,11
2024-w10,0,31.66666667,80.34286,15
2024-w11,0,31.66666667,78.41429,8
2024-w12,0,31.11111111,78.25714,11
2024-w13,2.032,32.77777778,80.58571,9
2024-w14,0,32.77777778,78.75714,8
2024-w15,0,32.77777778,79.11429,3
2024-w16,0,32.77777778,76.82857,9
2024-w17,0,33.88888889,78.28571,3
2024-w18,0,33.88888889,74.22857,6
2024-w19,0.254,34.44444444,77.02857,7
2024-w20,4.318,33.88888889,77.98571,4
2024-w21,1.778,34.44444444,79.32857,6
2024-w22,3.048,33.33333333,79.4,1
2024-w23,2.794,33.88888889,82.44286,7
2024-w24,5.334,33.88888889,81.41429,4
2024-w25,8.382,32.77777778,82.65714,4
2024-w26,16.002,32.77777778,82.31429,14
2024-w27,18.288,33.33333333,85.65714,28
2024-w28,31.496,32.22222222,86.51429,40
2024-w29,4.826,32.22222222,87.12857,73
2024-w30,15.24,32.77777778,84.44286,84
2024-w31,3.302,32.77777778,82.1,181
2024-w32,0.762,32.77777778,84.92857,226
2024-w33,17.78,33.33333333,85.48571,205
2024-w34,3.048,33.33333333,82.41429,209
2024-w35,11.43,32.77777778,83.22857,162
2024-w36,9.906,33.88888889,80.24286,103
2024-w37,9.906,33.33333333,81.74285714,121
2024-w38,7.366,32.77777778,82.34285714,91
2024-w39,1.524,32.77777778,87.77142857,104
2024-w40,1.016,33.33333333,83.22857143,104
2024-w41,9.652,32.77777778,82.38571429,68
2024-w42,25.4,33.33333333,84.32857143,55
2024-w43,20.574,31.66666667,84.01428571,33
2024-w44,2.54,32.22222222,85.78571429,25
